4.05568e-06,-1.82244e-06,1.56377e-06,-2.43926e-06,5.26011e-07,1.8634e-06,-8.90076e-06,7.90771e-06,5.11701e-06,4.29917e-06,-5.30487e-06,-5.25156e-07,-1.22646e-05,2.31084e-06,-3.28047e-06,8.19918e-06,1.69867e-06,-1.36371e-06
-0.00213915,-0.00119177,0.00421811,0.00144154,0.00935142,-0.00104457,0.0131375,-0.0115782,0.00675812,0.00444444,0.043242,0.0411684,0.0660356,0.0390992,0.0330008,0.00154292,0.0056344,-0.00175895
0.00272354,0.00939207,-0.00701094,0.0287017,-0.0103625,0.0528318,-0.0329219,0.0683381,-0.0310089,0.0483868,-0.0845117,-0.0395053,0.811506,-0.114904,-0.111055,0.0191054,-0.0203457,0.0334376
0.00851013,0.0131593,-0.00121062,0.0365244,0.00180309,0.064858,-0.0190981,0.0849869,-0.0138539,0.0509937,-0.0777565,0.0976512,0.9824,-0.00277042,-0.132821,0.00136545,-0.0273911,-0.0304554
0.00319683,0.0139849,0.0107471,0.0383256,0.0243207,0.063469,0.0168214,0.0816473,0.0236874,0.0524447,0.00752367,0.281635,0.90392,0.179846,-0.0768429,-0.0190741,-0.0281649,-0.0561815
-0.00931143,0.0140214,0.0214857,0.0417895,0.0430624,0.0653381,0.048589,0.0838054,0.0600878,0.0766282,0.113235,0.404754,0.780596,0.308483,0.00734339,-0.0185602,-0.0217914,-0.0141187
-0.0198869,0.0144869,0.029683,0.0467602,0.0555532,0.0705308,0.0705178,0.0920594,0.0900684,0.113541,0.19781,0.449168,0.65984,0.359181,0.0782654,-0.00359569,-0.00914719,0.0515738
-0.0214991,0.0174556,0.036515,0.0517449,0.0628016,0.0750985,0.0828149,0.0995903,0.109963,0.143015,0.239208,0.427198,0.537239,0.342352,0.111086,0.00658197,-0.00361645,0.0879275
-0.0102268,0.0257507,0.0442819,0.0567441,0.0665461,0.0766521,0.0863191,0.100467,0.115409,0.150362,0.232987,0.356464,0.405867,0.275468,0.0992073,-0.00372183,-0.0201517,0.0668571
0.0160877,0.0425917,0.0562231,0.0638051,0.0695285,0.0757776,0.0830265,0.0928283,0.105233,0.132415,0.188492,0.256895,0.269558,0.179507,0.0521605,-0.0366376,-0.0607232,-0.00490124
0.0586842,0.0711377,0.0762157,0.0766535,0.0759727,0.0761493,0.0775689,0.0802734,0.0847956,0.0979442,0.125164,0.152125,0.143494,0.0800971,-0.00782132,-0.078033,-0.108642,-0.0918793
0.116985,0.113228,0.107596,0.0994487,0.0910085,0.0836544,0.0773639,0.0714484,0.0660233,0.0643891,0.0680378,0.0682639,0.0495945,0.00538238,-0.052085,-0.103146,-0.13541,-0.148126
