X,Delta_g
1141.38,0.0508248
1144.71,0.0509336
1148.05,0.0510422
1151.38,0.0511505
1154.72,0.0512587
1158.05,0.0513667
1161.39,0.0514745
1164.72,0.0515822
1168.06,0.0516896
1171.39,0.0517968
1174.72,0.0519039
1178.06,0.0520107
1181.39,0.0521174
1184.73,0.0522238
1188.06,0.0523301
1191.4,0.0524362
1194.73,0.0525421
1198.07,0.0526478
1201.4,0.0527533
1204.73,0.0528586
1208.07,0.0529638
1211.4,0.0530688
1214.74,0.0531735
1218.07,0.0532781
1221.41,0.0533825
1224.74,0.0534868
1228.08,0.0535908
1231.41,0.0536947
1234.74,0.0537983
1238.08,0.0539018
1241.41,0.0540052
1244.75,0.0541083
1248.08,0.0542113
1251.42,0.0543141
1254.75,0.0544167
1258.09,0.0545192
1261.42,0.0546214
1264.75,0.0547235
1268.09,0.0548255
1271.42,0.0549272
1274.76,0.0550288
1278.09,0.0551303
1281.43,0.0552316
1284.76,0.0553327
1288.1,0.0554336
1291.43,0.0555344
1294.76,0.0556351
1298.1,0.0557355
1301.43,0.0558359
1304.77,0.055936
1308.1,0.0560361
1311.44,0.0561359
1314.77,0.0562356
1318.11,0.0563352
1321.44,0.0564347
1324.77,0.056534
1328.11,0.0566331
1331.44,0.0567321
1334.78,0.056831
1338.11,0.0569297
1341.45,0.0570284
1344.78,0.0571268
1348.12,0.0572252
1351.45,0.0573234
1354.78,0.0574215
1358.12,0.0575195
1361.45,0.0576174
1364.79,0.0577151
1368.12,0.0578127
1371.46,0.0579102
1374.79,0.0580076
1378.13,0.0581049
1381.46,0.0582021
1384.79,0.0582992
1388.13,0.0583962
1391.46,0.0584931
1394.8,0.0585899
1398.13,0.0586866
1401.47,0.0587832
1404.8,0.0588797
1408.14,0.0589762
1411.47,0.0590725
1414.8,0.0591688
1418.14,0.059265
1421.47,0.0593611
1424.81,0.0594572
1428.14,0.0595532
1431.48,0.0596491
1434.81,0.0597449
1438.15,0.0598407
1441.48,0.0599365
1444.81,0.0600322
1448.15,0.0601278
1451.48,0.0602234
1454.82,0.0603189
1458.15,0.0604144
1461.49,0.0605099
1464.82,0.0606053
1468.16,0.0607007
1471.49,0.0607961
1474.82,0.0608915
1478.16,0.0609868
1481.49,0.0610821
1484.83,0.0611774
1488.16,0.0612727
1491.5,0.0613679
1494.83,0.0614632
1498.17,0.0615585
1501.5,0.0616537
1504.83,0.061749
1508.17,0.0618443
1511.5,0.0619396
1514.84,0.0620349
1518.17,0.0621302
1521.51,0.0622256
1524.84,0.062321
1528.18,0.0624164
1531.51,0.0625118
1534.84,0.0626073
1538.18,0.0627029
1541.51,0.0627985
1544.85,0.0628941
1548.18,0.0629898
1551.52,0.0630856
1554.85,0.0631814
1558.19,0.0632773
1561.52,0.0633732
1564.85,0.0634693
1568.19,0.0635654
1571.52,0.0636616
1574.86,0.0637579
1578.19,0.0638543
1581.53,0.0639508
1584.86,0.0640474
1588.2,0.0641441
1591.53,0.0642409
1594.86,0.0643378
1598.2,0.0644348
1601.53,0.064532
1604.87,0.0646293
1608.2,0.0647267
1611.54,0.0648243
1614.87,0.064922
1618.21,0.0650199
1621.54,0.0651179
1624.87,0.0652161
1628.21,0.0653144
1631.54,0.065413
1634.88,0.0655116
1638.21,0.0656105
1641.55,0.0657096
1644.88,0.0658088
1648.22,0.0659082
1651.55,0.0660079
1654.88,0.0661077
1658.22,0.0662077
1661.55,0.066308
1664.89,0.0664085
1668.22,0.0665092
1671.56,0.0666101
1674.89,0.0667113
1678.23,0.0668127
1681.56,0.0669144
1684.89,0.0670163
1688.23,0.0671185
1691.56,0.0672209
1694.9,0.0673236
1698.23,0.0674266
1701.57,0.0675299
1704.9,0.0676334
1708.24,0.0677373
1711.57,0.0678414
1714.9,0.0679459
1718.24,0.0680506
1721.57,0.0681557
1724.91,0.0682611
1728.24,0.0683669
1731.58,0.0684729
1734.91,0.0685793
1738.25,0.0686861
1741.58,0.0687932
1744.91,0.0689007
1748.25,0.0690086
1751.58,0.0691168
1754.92,0.0692254
1758.25,0.0693344
1761.59,0.0694438
1764.92,0.0695536
1768.26,0.0696638
1771.59,0.0697744
1774.92,0.0698854
1778.26,0.0699969
1781.59,0.0701088
1784.93,0.0702211
1788.26,0.0703339
1791.6,0.0704472
1794.93,0.0705609
1798.27,0.0706751
1801.6,0.0707898
1804.93,0.0709049
1808.27,0.0710206
1811.6,0.0711367
1814.94,0.0712534
1818.27,0.0713706
1821.61,0.0714883
1824.94,0.0716065
1828.28,0.0717253
1831.61,0.0718446
1834.94,0.0719644
1838.28,0.0720849
1841.61,0.0722059
1844.95,0.0723275
1848.28,0.0724496
1851.62,0.0725724
1854.95,0.0726958
1858.29,0.0728198
1861.62,0.0729444
1864.95,0.0730696
1868.29,0.0731955
1871.62,0.073322
1874.96,0.0734492
1878.29,0.073577
1881.63,0.0737055
1884.96,0.0738347
1888.3,0.0739646
1891.63,0.0740952
1894.96,0.0742265
1898.3,0.0743585
1901.63,0.0744912
1904.97,0.0746247
1908.3,0.0747589
1911.64,0.0748938
1914.97,0.0750296
1918.31,0.0751661
1921.64,0.0753034
1924.97,0.0754414
1928.31,0.0755803
1931.64,0.07572
1934.98,0.0758605
1938.31,0.0760019
1941.65,0.076144
1944.98,0.0762871
1948.32,0.076431
1951.65,0.0765757
1954.98,0.0767214
1958.32,0.0768679
1961.65,0.0770154
1964.99,0.0771638
1968.32,0.077313
1971.66,0.0774633
1974.99,0.0776144
1978.33,0.0777666
1981.66,0.0779196
1984.99,0.0780737
1988.33,0.0782288
1991.66,0.0783848
1995,0.0785419
1998.33,0.0787
2001.67,0.0788591
2005,0.0790193
2008.34,0.0791806
2011.67,0.0793429
2015.01,0.0795063
2018.34,0.0796707
2021.67,0.0798363
2025.01,0.080003
2028.34,0.0801709
2031.68,0.0803398
2035.01,0.08051
2038.35,0.0806813
2041.68,0.0808537
2045.02,0.0810274
2048.35,0.0812023
2051.68,0.0813784
2055.02,0.0815557
2058.35,0.0817342
2061.69,0.081914
2065.02,0.0820951
2068.36,0.0822775
2071.69,0.0824612
2075.03,0.0826461
2078.36,0.0828324
2081.69,0.08302
2085.03,0.083209
2088.36,0.0833993
2091.7,0.083591
2095.03,0.0837841
2098.37,0.0839787
2101.7,0.0841746
2105.04,0.0843719
2108.37,0.0845707
2111.7,0.084771
2115.04,0.0849727
2118.37,0.085176
2121.71,0.0853807
2125.04,0.085587
2128.38,0.0857948
2131.71,0.0860041
2135.05,0.086215
2138.38,0.0864275
2141.71,0.0866416
2145.05,0.0868573
2148.38,0.0870746
2151.72,0.0872936
2155.05,0.0875142
2158.39,0.0877365
2161.72,0.0879605
2165.06,0.0881862
2168.39,0.0884137
2171.72,0.0886428
2175.06,0.0888738
2178.39,0.0891065
2181.73,0.0893409
2185.06,0.0895772
2188.4,0.0898154
2191.73,0.0900553
2195.07,0.0902971
2198.4,0.0905408
2201.73,0.0907864
2205.07,0.0910339
2208.4,0.0912833
2211.74,0.0915347
2215.07,0.091788
2218.41,0.0920433
2221.74,0.0923006
2225.08,0.09256
2228.41,0.0928213
2231.74,0.0930847
2235.08,0.0933502
2238.41,0.0936178
2241.75,0.0938875
2245.08,0.0941594
2248.42,0.0944333
2251.75,0.0947095
2255.09,0.0949878
2258.42,0.0952684
2261.75,0.0955512
2265.09,0.0958362
2268.42,0.0961235
2271.76,0.0964131
2275.09,0.096705
2278.43,0.0969992
2281.76,0.0972958
2285.1,0.0975947
2288.43,0.0978961
2291.76,0.0981999
2295.1,0.0985061
2298.43,0.0988147
2301.77,0.0991258
2305.1,0.0994395
2308.44,0.0997556
2311.77,0.100074
2315.11,0.100396
2318.44,0.100719
2321.77,0.101046
2325.11,0.101375
2328.44,0.101707
2331.78,0.102041
2335.11,0.102378
2338.45,0.102718
2341.78,0.103061
2345.12,0.103406
2348.45,0.103755
2351.78,0.104106
2355.12,0.10446
2358.45,0.104816
2361.79,0.105176
2365.12,0.105539
2368.46,0.105904
2371.79,0.106273
2375.13,0.106644
2378.46,0.107019
2381.79,0.107397
2385.13,0.107777
2388.46,0.108161
2391.8,0.108548
2395.13,0.108938
2398.47,0.109332
2401.8,0.109728
2405.14,0.110128
2408.47,0.110531
2411.8,0.110938
2415.14,0.111347
2418.47,0.11176
2421.81,0.112177
2425.14,0.112597
2428.48,0.11302
2431.81,0.113447
2435.15,0.113878
2438.48,0.114312
2441.81,0.114749
2445.15,0.11519
2448.48,0.115635
2451.82,0.116084
2455.15,0.116536
2458.49,0.116992
2461.82,0.117452
2465.16,0.117915
2468.49,0.118382
2471.82,0.118854
2475.16,0.119329
2478.49,0.119808
2481.83,0.120291
2485.16,0.120778
2488.5,0.12127
2491.83,0.121765
2495.17,0.122265
2498.5,0.122768
2501.83,0.123276
2505.17,0.123788
2508.5,0.124305
2511.84,0.124825
2515.17,0.125351
2518.51,0.12588
2521.84,0.126414
2525.18,0.126953
2528.51,0.127496
2531.84,0.128044
2535.18,0.128596
2538.51,0.129153
2541.85,0.129715
2545.18,0.130281
2548.52,0.130852
2551.85,0.131429
2555.19,0.13201
2558.52,0.132596
2561.85,0.133187
2565.19,0.133783
2568.52,0.134384
2571.86,0.13499
2575.19,0.135602
2578.53,0.136218
2581.86,0.136841
2585.2,0.137468
2588.53,0.138101
2591.86,0.138739
2595.2,0.139383
2598.53,0.140032
2601.87,0.140687
2605.2,0.141348
2608.54,0.142014
2611.87,0.142687
2615.21,0.143365
2618.54,0.144049
2621.87,0.144738
2625.21,0.145434
2628.54,0.146136
2631.88,0.146845
2635.21,0.147559
2638.55,0.14828
2641.88,0.149007
2645.22,0.14974
2648.55,0.15048
2651.88,0.151226
2655.22,0.151979
2658.55,0.152738
2661.89,0.153504
2665.22,0.154277
2668.56,0.155057
2671.89,0.155844
2675.23,0.156637
2678.56,0.157438
2681.89,0.158246
2685.23,0.15906
2688.56,0.159882
2691.9,0.160711
2695.23,0.161548
2698.57,0.162392
2701.9,0.163243
2705.24,0.164102
2708.57,0.164968
2711.9,0.165842
2715.24,0.166724
2718.57,0.167613
2721.91,0.16851
2725.24,0.169415
2728.58,0.170328
2731.91,0.171249
2735.25,0.172177
2738.58,0.173114
2741.91,0.174059
2745.25,0.175011
2748.58,0.175972
2751.92,0.176941
2755.25,0.177919
2758.59,0.178904
2761.92,0.179898
2765.26,0.1809
2768.59,0.18191
2771.92,0.182928
2775.26,0.183955
2778.59,0.18499
2781.93,0.186034
2785.26,0.187085
2788.6,0.188145
2791.93,0.189213
2795.27,0.190289
2798.6,0.191374
2801.93,0.192467
2805.27,0.193567
2808.6,0.194676
2811.94,0.195793
2815.27,0.196917
2818.61,0.198049
2821.94,0.199189
2825.28,0.200337
2828.61,0.201492
2831.94,0.202654
2835.28,0.203824
2838.61,0.205
2841.95,0.206184
2845.28,0.207374
2848.62,0.20857
2851.95,0.209773
2855.29,0.210982
2858.62,0.212197
2861.95,0.213417
2865.29,0.214643
2868.62,0.215874
2871.96,0.21711
2875.29,0.218349
2878.63,0.219593
2881.96,0.220841
2885.3,0.222092
2888.63,0.223346
2891.96,0.224603
2895.3,0.225862
2898.63,0.227122
2901.97,0.228384
2905.3,0.229647
2908.64,0.23091
2911.97,0.232172
2915.31,0.233434
2918.64,0.234694
2921.97,0.235952
2925.31,0.237208
2928.64,0.238461
2931.98,0.23971
2935.31,0.240954
2938.65,0.242193
2941.98,0.243426
2945.32,0.244653
2948.65,0.245873
2951.98,0.247084
2955.32,0.248287
2958.65,0.24948
2961.99,0.250663
2965.32,0.251834
2968.66,0.252994
2971.99,0.254141
2975.33,0.255274
2978.66,0.256393
2981.99,0.257497
2985.33,0.258585
2988.66,0.259655
2992,0.260708
2995.33,0.261742
2998.67,0.262756
3002,0.263751
3005.34,0.264723
3008.67,0.265674
3012,0.266602
3015.34,0.267506
3018.67,0.268385
3022.01,0.269239
3025.34,0.270066
3028.68,0.270867
3032.01,0.27164
3035.35,0.272384
3038.68,0.273098
3042.01,0.273783
3045.35,0.274436
3048.68,0.275059
3052.02,0.275649
3055.35,0.276206
3058.69,0.276729
3062.02,0.277219
3065.36,0.277673
3068.69,0.278093
3072.02,0.278477
3075.36,0.278824
3078.69,0.279135
3082.03,0.279409
3085.36,0.279645
3088.7,0.279843
3092.03,0.280002
3095.37,0.280123
3098.7,0.280205
3102.03,0.280248
3105.37,0.280252
3108.7,0.280216
3112.04,0.28014
3115.37,0.280025
3118.71,0.279869
3122.04,0.279673
3125.38,0.279438
3128.71,0.279162
3132.04,0.278847
3135.38,0.278491
3138.71,0.278096
3142.05,0.277662
3145.38,0.277187
3148.72,0.276674
3152.05,0.276122
3155.39,0.275531
3158.72,0.274902
3162.05,0.274235
3165.39,0.273531
3168.72,0.272789
3172.06,0.272011
3175.39,0.271196
3178.73,0.270346
3182.06,0.26946
3185.4,0.26854
3188.73,0.267586
3192.06,0.266599
3195.4,0.265578
3198.73,0.264526
3202.07,0.263442
3205.4,0.262328
3208.74,0.261184
3212.07,0.26001
3215.41,0.258809
3218.74,0.257579
3222.07,0.256323
3225.41,0.255041
3228.74,0.253734
3232.08,0.252402
3235.41,0.251047
3238.75,0.24967
3242.08,0.248271
3245.42,0.246851
3248.75,0.245412
3252.08,0.243953
3255.42,0.242477
3258.75,0.240983
3262.09,0.239474
3265.42,0.237948
3268.76,0.236409
3272.09,0.234856
3275.43,0.23329
3278.76,0.231713
3282.09,0.230125
3285.43,0.228526
3288.76,0.226919
3292.1,0.225303
3295.43,0.22368
3298.77,0.222051
3302.1,0.220415
3305.44,0.218775
3308.77,0.21713
3312.1,0.215481
3315.44,0.21383
3318.77,0.212177
3322.11,0.210523
3325.44,0.208868
3328.78,0.207212
3332.11,0.205558
3335.45,0.203905
3338.78,0.202253
3342.11,0.200604
3345.45,0.198959
3348.78,0.197316
3352.12,0.195678
3355.45,0.194045
3358.79,0.192416
3362.12,0.190793
3365.46,0.189176
3368.79,0.187565
3372.12,0.185962
3375.46,0.184365
3378.79,0.182776
3382.13,0.181195
3385.46,0.179621
3388.8,0.178057
3392.13,0.176501
3395.47,0.174955
3398.8,0.173417
3402.13,0.171889
3405.47,0.170372
3408.8,0.168864
3412.14,0.167366
3415.47,0.165878
3418.81,0.164402
3422.14,0.162936
3425.48,0.16148
3428.81,0.160036
3432.14,0.158603
3435.48,0.157181
3438.81,0.15577
3442.15,0.15437
3445.48,0.152982
3448.82,0.151606
3452.15,0.150241
3455.49,0.148888
3458.82,0.147546
3462.15,0.146216
3465.49,0.144897
3468.82,0.14359
3472.16,0.142295
3475.49,0.141012
3478.83,0.13974
3482.16,0.13848
3485.5,0.137232
3488.83,0.135995
3492.16,0.13477
3495.5,0.133556
3498.83,0.132354
3502.17,0.131163
3505.5,0.129984
3508.84,0.128816
3512.17,0.127659
3515.51,0.126514
3518.84,0.12538
3522.17,0.124257
3525.51,0.123145
3528.84,0.122044
3532.18,0.120954
3535.51,0.119875
3538.85,0.118806
3542.18,0.117749
3545.52,0.116701
3548.85,0.115665
3552.18,0.114639
3555.52,0.113623
3558.85,0.112618
3562.19,0.111622
3565.52,0.110637
3568.86,0.109662
3572.19,0.108697
3575.53,0.107742
3578.86,0.106796
3582.19,0.10586
3585.53,0.104934
3588.86,0.104017
3592.2,0.10311
3595.53,0.102212
3598.87,0.101323
3602.2,0.100443
3605.54,0.0995725
3608.87,0.0987108
3612.2,0.097858
3615.54,0.0970139
3618.87,0.0961786
3622.21,0.0953518
3625.54,0.0945336
3628.88,0.0937238
3632.21,0.0929223
3635.55,0.0921291
3638.88,0.0913441
3642.21,0.0905671
3645.55,0.0897981
3648.88,0.0890371
3652.22,0.0882838
3655.55,0.0875383
3658.89,0.0868004
3662.22,0.0860702
3665.56,0.0853474
3668.89,0.084632
3672.22,0.0839239
3675.56,0.0832231
3678.89,0.0825295
3682.23,0.0818429
3685.56,0.0811633
3688.9,0.0804907
3692.23,0.079825
3695.57,0.079166
3698.9,0.0785137
3702.23,0.0778681
3705.57,0.077229
3708.9,0.0765964
3712.24,0.0759702
3715.57,0.0753503
3718.91,0.0747367
3722.24,0.0741293
3725.58,0.073528
3728.91,0.0729328
3732.24,0.0723436
3735.58,0.0717603
3738.91,0.0711829
3742.25,0.0706112
3745.58,0.0700453
3748.92,0.069485
3752.25,0.0689303
3755.59,0.0683812
3758.92,0.0678375
3762.25,0.0672992
3765.59,0.0667663
3768.92,0.0662387
3772.26,0.0657163
3775.59,0.0651991
3778.93,0.0646869
3782.26,0.0641799
3785.6,0.0636778
3788.93,0.0631806
3792.26,0.0626884
3795.6,0.062201
3798.93,0.0617183
3802.27,0.0612404
3805.6,0.0607671
3808.94,0.0602985
3812.27,0.0598344
3815.61,0.0593748
3818.94,0.0589197
3822.27,0.058469
3825.61,0.0580226
3828.94,0.0575806
3832.28,0.0571428
3835.61,0.0567093
3838.95,0.0562799
3842.28,0.0558547
3845.62,0.0554335
3848.95,0.0550163
3852.28,0.0546032
3855.62,0.0541939
3858.95,0.0537886
3862.29,0.0533871
3865.62,0.0529895
3868.96,0.0525956
3872.29,0.0522054
3875.63,0.051819
3878.96,0.0514361
3882.29,0.0510569
3885.63,0.0506813
3888.96,0.0503091
3892.3,0.0499405
3895.63,0.0495753
3898.97,0.0492135
3902.3,0.0488551
3905.64,0.0485
3908.97,0.0481482
3912.3,0.0477997
3915.64,0.0474545
3918.97,0.0471124
3922.31,0.0467734
3925.64,0.0464376
3928.98,0.0461049
3932.31,0.0457753
3935.65,0.0454486
3938.98,0.045125
3942.31,0.0448043
3945.65,0.0444865
3948.98,0.0441717
3952.32,0.0438596
3955.65,0.0435505
3958.99,0.0432441
3962.32,0.0429405
3965.66,0.0426396
3968.99,0.0423415
3972.32,0.042046
3975.66,0.0417532
3978.99,0.0414631
3982.33,0.0411755
3985.66,0.0408905
3989,0.040608
3992.33,0.040328
3995.67,0.0400506
3999,0.0397756
4002.33,0.039503
4005.67,0.0392329
4009,0.0389651
4012.34,0.0386997
4015.67,0.0384366
4019.01,0.0381759
4022.34,0.0379174
4025.68,0.0376612
4029.01,0.0374073
4032.34,0.0371555
4035.68,0.036906
4039.01,0.0366586
4042.35,0.0364134
4045.68,0.0361702
4049.02,0.0359292
4052.35,0.0356903
4055.69,0.0354535
4059.02,0.0352186
4062.35,0.0349858
4065.69,0.034755
4069.02,0.0345262
4072.36,0.0342993
4075.69,0.0340744
4079.03,0.0338513
4082.36,0.0336302
4085.7,0.033411
4089.03,0.0331936
4092.36,0.032978
4095.7,0.0327643
4099.03,0.0325524
4102.37,0.0323422
4105.7,0.0321338
4109.04,0.0319272
4112.37,0.0317223
4115.71,0.0315191
4119.04,0.0313176
4122.37,0.0311178
4125.71,0.0309197
4129.04,0.0307231
4132.38,0.0305283
4135.71,0.030335
4139.05,0.0301433
4142.38,0.0299532
4145.72,0.0297647
4149.05,0.0295777
4152.38,0.0293923
4155.72,0.0292084
4159.05,0.029026
4162.39,0.028845
4165.72,0.0286656
4169.06,0.0284876
4172.39,0.028311
4175.73,0.0281359
4179.06,0.0279622
4182.39,0.0277899
4185.73,0.027619
4189.06,0.0274494
4192.4,0.0272813
4195.73,0.0271144
4199.07,0.0269489
4202.4,0.0267848
4205.74,0.0266219
4209.07,0.0264604
4212.4,0.0263001
4215.74,0.0261411
4219.07,0.0259833
4222.41,0.0258269
4225.74,0.0256716
4229.08,0.0255176
4232.41,0.0253647
4235.75,0.0252131
4239.08,0.0250627
4242.41,0.0249135
4245.75,0.0247654
4249.08,0.0246184
4252.42,0.0244727
4255.75,0.024328
4259.09,0.0241845
4262.42,0.0240421
4265.76,0.0239008
4269.09,0.0237605
4272.42,0.0236214
4275.76,0.0234834
4279.09,0.0233463
4282.43,0.0232104
4285.76,0.0230755
4289.1,0.0229416
4292.43,0.0228088
4295.77,0.0226769
4299.1,0.0225461
4302.43,0.0224162
4305.77,0.0222874
4309.1,0.0221595
4312.44,0.0220326
4315.77,0.0219066
4319.11,0.0217816
4322.44,0.0216575
4325.78,0.0215344
4329.11,0.0214122
4332.44,0.0212909
4335.78,0.0211705
4339.11,0.021051
4342.45,0.0209324
4345.78,0.0208147
4349.12,0.0206978
4352.45,0.0205818
4355.79,0.0204667
4359.12,0.0203524
4362.45,0.020239
4365.79,0.0201264
4369.12,0.0200146
4372.46,0.0199037
4375.79,0.0197936
4379.13,0.0196842
4382.46,0.0195757
4385.8,0.019468
4389.13,0.019361
4392.46,0.0192548
4395.8,0.0191494
4399.13,0.0190448
4402.47,0.0189409
4405.8,0.0188377
4409.14,0.0187353
4412.47,0.0186337
4415.81,0.0185327
4419.14,0.0184325
4422.47,0.018333
4425.81,0.0182343
4429.14,0.0181362
4432.48,0.0180388
4435.81,0.0179421
4439.15,0.0178461
4442.48,0.0177508
4445.82,0.0176562
4449.15,0.0175622
4452.48,0.0174689
4455.82,0.0173762
4459.15,0.0172842
4462.49,0.0171929
4465.82,0.0171022
4469.16,0.0170121
4472.49,0.0169226
4475.83,0.0168338
4479.16,0.0167456
4482.49,0.016658
4485.83,0.016571
4489.16,0.0164846
4492.5,0.0163988
4495.83,0.0163136
4499.17,0.016229
4502.5,0.016145
4505.84,0.0160616
4509.17,0.0159787
4512.5,0.0158964
4515.84,0.0158146
4519.17,0.0157334
4522.51,0.0156528
4525.84,0.0155727
4529.18,0.0154932
4532.51,0.0154142
4535.85,0.0153357
4539.18,0.0152578
4542.51,0.0151804
4545.85,0.0151035
4549.18,0.0150271
4552.52,0.0149513
4555.85,0.014876
4559.19,0.0148011
4562.52,0.0147268
4565.86,0.0146529
4569.19,0.0145796
4572.52,0.0145067
4575.86,0.0144344
4579.19,0.0143625
4582.53,0.014291
4585.86,0.0142201
4589.2,0.0141496
4592.53,0.0140796
4595.87,0.0140101
4599.2,0.013941
4602.53,0.0138723
4605.87,0.0138041
4609.2,0.0137364
4612.54,0.0136691
4615.87,0.0136022
4619.21,0.0135358
4622.54,0.0134698
4625.88,0.0134043
4629.21,0.0133391
4632.54,0.0132744
4635.88,0.0132101
4639.21,0.0131462
4642.55,0.0130828
4645.88,0.0130197
4649.22,0.012957
4652.55,0.0128948
4655.89,0.0128329
4659.22,0.0127715
4662.55,0.0127104
4665.89,0.0126497
4669.22,0.0125894
4672.56,0.0125295
4675.89,0.01247
4679.23,0.0124108
4682.56,0.0123521
4685.9,0.0122936
4689.23,0.0122356
4692.56,0.0121779
4695.9,0.0121206
4699.23,0.0120637
4702.57,0.0120071
4705.9,0.0119509
4709.24,0.011895
4712.57,0.0118394
4715.91,0.0117842
4719.24,0.0117294
4722.57,0.0116749
4725.91,0.0116207
4729.24,0.0115669
4732.58,0.0115134
4735.91,0.0114602
4739.25,0.0114074
4742.58,0.0113549
4745.92,0.0113027
4749.25,0.0112508
4752.58,0.0111992
4755.92,0.011148
4759.25,0.0110971
4762.59,0.0110465
4765.92,0.0109962
4769.26,0.0109462
4772.59,0.0108965
4775.93,0.0108471
4779.26,0.010798
4782.59,0.0107492
4785.93,0.0107007
4789.26,0.0106525
4792.6,0.0106046
4795.93,0.0105569
4799.27,0.0105096
4802.6,0.0104625
4805.94,0.0104157
4809.27,0.0103692
4812.6,0.010323
4815.94,0.0102771
4819.27,0.0102314
4822.61,0.010186
4825.94,0.0101409
4829.28,0.010096
4832.61,0.0100514
4835.95,0.0100071
4839.28,0.00996301
4842.61,0.0099192
4845.95,0.00987564
4849.28,0.00983234
4852.62,0.0097893
4855.95,0.00974651
4859.29,0.00970397
4862.62,0.00966167
4865.96,0.00961963
4869.29,0.00957782
4872.62,0.00953627
4875.96,0.00949495
4879.29,0.00945387
4882.63,0.00941303
4885.96,0.00937243
4889.3,0.00933206
4892.63,0.00929193
4895.97,0.00925202
4899.3,0.00921235
4902.63,0.0091729
4905.97,0.00913368
4909.3,0.00909469
4912.64,0.00905591
4915.97,0.00901736
4919.31,0.00897903
4922.64,0.00894092
4925.98,0.00890302
4929.31,0.00886534
4932.64,0.00882787
4935.98,0.00879062
4939.31,0.00875357
4942.65,0.00871674
4945.98,0.00868011
4949.32,0.00864369
4952.65,0.00860748
4955.99,0.00857146
4959.32,0.00853565
4962.65,0.00850004
4965.99,0.00846463
4969.32,0.00842942
4972.66,0.0083944
4975.99,0.00835958
4979.33,0.00832495
4982.66,0.00829052
4986,0.00825627
4989.33,0.00822222
4992.66,0.00818835
4996,0.00815467
4999.33,0.00812118
5002.67,0.00808787
5006,0.00805474
5009.34,0.0080218
5012.67,0.00798904
5016.01,0.00795645
5019.34,0.00792405
5022.67,0.00789182
5026.01,0.00785977
5029.34,0.00782789
5032.68,0.00779619
5036.01,0.00776465
5039.35,0.00773329
5042.68,0.0077021
5046.02,0.00767108
5049.35,0.00764023
5052.68,0.00760954
5056.02,0.00757902
5059.35,0.00754866
5062.69,0.00751846
5066.02,0.00748843
5069.36,0.00745856
5072.69,0.00742885
5076.03,0.00739929
5079.36,0.0073699
5082.69,0.00734066
5086.03,0.00731158
5089.36,0.00728265
5092.7,0.00725388
5096.03,0.00722525
5099.37,0.00719678
5102.7,0.00716847
5106.04,0.0071403
5109.37,0.00711227
5112.7,0.0070844
5116.04,0.00705667
5119.37,0.00702909
5122.71,0.00700166
5126.04,0.00697437
5129.38,0.00694722
5132.71,0.00692021
5136.05,0.00689334
5139.38,0.00686662
5142.71,0.00684003
5146.05,0.00681358
5149.38,0.00678727
5152.72,0.00676109
5156.05,0.00673505
5159.39,0.00670915
5162.72,0.00668338
5166.06,0.00665774
5169.39,0.00663223
5172.72,0.00660686
5176.06,0.00658161
5179.39,0.0065565
5182.73,0.00653151
5186.06,0.00650666
5189.4,0.00648193
5192.73,0.00645732
5196.07,0.00643284
5199.4,0.00640849
5202.73,0.00638426
5206.07,0.00636015
5209.4,0.00633617
5212.74,0.0063123
5216.07,0.00628856
5219.41,0.00626494
5222.74,0.00624143
5226.08,0.00621805
5229.41,0.00619478
5232.74,0.00617163
5236.08,0.0061486
5239.41,0.00612568
5242.75,0.00610288
5246.08,0.00608019
5249.42,0.00605761
5252.75,0.00603515
5256.09,0.0060128
5259.42,0.00599056
5262.75,0.00596843
5266.09,0.00594641
5269.42,0.0059245
5272.76,0.0059027
5276.09,0.005881
5279.43,0.00585942
5282.76,0.00583794
5286.1,0.00581656
5289.43,0.00579529
5292.76,0.00577413
5296.1,0.00575307
5299.43,0.00573211
5302.77,0.00571126
5306.1,0.0056905
5309.44,0.00566985
5312.77,0.0056493
5316.11,0.00562885
5319.44,0.0056085
5322.77,0.00558825
5326.11,0.00556809
5329.44,0.00554804
5332.78,0.00552808
5336.11,0.00550822
5339.45,0.00548845
5342.78,0.00546878
5346.12,0.00544921
5349.45,0.00542972
5352.78,0.00541034
5356.12,0.00539104
5359.45,0.00537184
5362.79,0.00535273
5366.12,0.00533371
5369.46,0.00531478
5372.79,0.00529595
5376.13,0.0052772
5379.46,0.00525854
5382.79,0.00523997
5386.13,0.00522149
5389.46,0.00520309
5392.8,0.00518479
5396.13,0.00516657
5399.47,0.00514843
5402.8,0.00513038
5406.14,0.00511242
5409.47,0.00509454
5412.8,0.00507675
5416.14,0.00505904
5419.47,0.00504141
5422.81,0.00502386
5426.14,0.0050064
5429.48,0.00498902
5432.81,0.00497172
5436.15,0.0049545
5439.48,0.00493736
5442.81,0.0049203
5446.15,0.00490332
5449.48,0.00488642
5452.82,0.0048696
5456.15,0.00485285
5459.49,0.00483619
5462.82,0.0048196
5466.16,0.00480308
5469.49,0.00478664
5472.82,0.00477028
5476.16,0.004754
5479.49,0.00473778
5482.83,0.00472165
5486.16,0.00470558
5489.5,0.00468959
5492.83,0.00467368
5496.17,0.00465783
5499.5,0.00464206
5502.83,0.00462636
5506.17,0.00461073
5509.5,0.00459517
5512.84,0.00457969
5516.17,0.00456427
5519.51,0.00454892
5522.84,0.00453365
5526.18,0.00451844
